"NAME:","matan w 3"
"EXPERIMENT TIME:","Thu Jun 01 12:00:05 GMT+03:00 2023"
"ACTIVITY TYPE:","Walking"
"COUNTS OF ACTUAL STEPS:","110"
"  "," "
"Time [sec]","ACC X","ACC Y","ACC Z"
"40.751857664","10.98","-10.00","-5.22"
"40.844132352","4.39","-0.39","-3.06"
"40.936407040000006","10.00","-5.57","-3.65"
"41.020293120000005","8.63","-3.10","-2.43"
"41.079013376000006","6.86","-1.06","-2.59"
"41.162899456000005","8.79","-2.24","-1.57"
"41.246785536000004","8.51","-1.73","-3.30"
"41.322283008","13.53","-2.98","-2.79"
"41.456500736","11.30","-0.67","-4.82"
"41.5236096","5.37","-3.88","-3.96"
"41.590718464000005","6.79","-1.53","-3.45"
"41.657827328","10.51","-2.00","-3.73"
"41.741713408","6.94","-4.20","-2.39"
"41.808822272","7.06","-3.18","-0.51"
"41.892708352","6.00","-3.73","-2.35"
"41.976594432000006","14.16","-5.06","-3.49"
"42.060480512000005","6.32","-2.82","-3.80"
"42.135977984","9.73","-1.65","-2.98"
"42.219864064","8.79","-4.24","-1.65"
"42.295361536","7.73","-1.10","-2.24"
"42.429579264000004","7.34","-1.96","-1.88"
"42.496688128","8.08","-2.28","-2.08"
"42.563796992","14.16","-1.18","-0.31"
"42.639294464","14.00","-2.94","-3.69"
"42.69801472","5.10","-2.55","-4.82"
"42.7819008","9.89","-2.47","-3.61"
"42.874175488000006","9.06","-1.65","-3.61"
"42.94967296","6.35","-2.55","-3.02"
"43.041947648000004","7.92","-3.88","-1.69"
"43.125833728","7.22","-4.16","-3.06"
"43.184553984000004","13.81","-3.10","-2.98"
"43.318771712","7.69","-4.51","-4.43"
"43.385880576000005","8.24","0.04","-3.80"
"43.880808448","9.10","-5.92","-3.30"
"44.37573632","6.55","-1.14","-2.98"
"44.41767936","8.98","-1.96","-2.24"
"44.426067968000005","7.53","-1.69","-1.57"
"44.426067968000005","14.32","-2.16","-2.0414.44"
"44.484788224000006","10.94","-9.49","-6.00"
"44.568674304000005","5.84","1.02","-3.73"
"44.652560384000004","10.28","-7.81","-3.33"
"44.744835072","6.94","-2.35","-2.47"
"44.820332544","8.08","-1.84","-2.35"
"44.887441408","7.96","-1.14","-0.86"
"44.971327488","10.40","-2.94","-5.49"
"45.055213568000006","16.16","-5.84","-6.04"
"45.139099648000006","9.10","-1.18","-4.71"
"45.264928768000004","5.92","-3.53","-2.98"
"45.34042624","9.61","-1.61","-5.57"
"45.399146496","9.53","-3.02","-3.02"
"45.449478144000004","7.57","-2.86","-2.63"
"45.541752832","6.90","-2.51","-0.55"
"45.625638912","5.57","-3.57","-3.61"
"45.709524992000006","12.32","-4.16","-2.98"
"45.793411072000005","5.41","-3.57","-4.82"
"45.88568576","7.06","-0.24","-3.22"
"45.944406016","10.94","-8.90","-4.71"
"46.028292096","9.34","-1.77","-3.69"
"46.103789568","7.30","-1.22","-2.47"
"46.238007296000006","6.98","-1.77","-1.37"
"46.305116160000004","11.96","-4.79","-1.18"
"46.355447808","14.75","-2.51","-3.26"
"46.447722496000004","3.77","-3.18","-4.16"
"46.523219968","8.94","-0.67","-3.18"
"46.590328832000004","9.26","-1.84","-3.80"
"46.674214912000004","7.14","-3.69","-2.75"
"46.758100992","7.34","-2.75","-2.04"
"46.841987072","8.67","-4.47","-3.41"
"46.934261760000005","14.08","-3.69","-3.49"
"46.992982016000006","8.12","-8.00","-4.86"
"47.135588352000006","8.71","1.53","-4.82"
"47.202697216000004","8.08","-7.61","-0.63"
"47.26980608","12.16","-2.39","-3.57"
"47.336914944","6.90","-2.24","-0.86"
"47.3956352","6.39","-1.69","-0.98"
"47.487909888000004","12.08","-2.31","-5.30"
"47.580184576","15.93","-1.53","-6.59"
"47.655682048","9.81","-0.12","-4.98"
"47.756345344","4.94","-4.04","-3.45"
"47.815065600000004","10.90","-3.53","-2.47"
"47.890563072000006","8.00","-1.26","-2.79"
"48.016392192000005","6.12","-2.63","-1.84"
"48.083501056","8.00","-3.73","-0.63"
"48.15060992","15.57","-1.06","-0.43"
"48.209330176","12.98","-7.49","-3.65"
"48.301604864000005","4.24","-1.14","-3.73"
"48.385490944000004","10.32","-2.98","-4.90"
"48.469377024","10.08","-4.98","-2.28"
"48.536485888","8.16","-1.77","-2.90"
"48.620371968","7.18","-0.12","-1.57"
"48.704258048","7.77","-1.61","-3.14"
"48.788144128000006","18.59","-4.04","-7.41"
"48.872030208000005","9.34","-0.75","-4.08"
"48.972693504000006","4.43","-3.45","-4.43"
"49.048190976","10.55","-1.33","-3.96"
"49.115299840000006","7.30","-2.59","-3.06"
"49.182408704000004","7.41","-3.77","-2.12"
"49.266294784","7.49","-2.86","-0.51"
"49.358569472000006","11.77","-1.26","-0.47"
"49.861885952","12.67","-6.24","-4.51"
"50.365202432000004","5.33","-0.71","-4.24"
"50.398756864000006","7.30","-3.49","-4.35"
"50.398756864000006","10.47","-4.47","-3.53"
"50.407145472","8.47","-1.88","-3.146.79"
"50.432311296","9.45","-4.20","-2.67"
"50.482642944000006","7.18","-4.16","-0.59"
"50.566529024000005","7.45","-4.35","-3.53"
"50.642026496","13.45","-2.59","-4.04"
"50.717523968","8.87","-5.69","-5.06"
"50.801410048","6.75","0.67","-3.41"
"50.910461952000006","9.02","-7.65","-3.06"
"50.985959424","6.28","-1.41","-3.41"
"51.04467968","9.45","-1.37","-2.79"
"51.153731584000006","8.36","-1.77","-1.10"
"51.21245184","14.28","-1.45","1.18"
"51.296337920000006","13.06","-2.28","-4.28"
"51.380224000000005","4.08","-2.51","-5.45"
"51.464110080000005","9.06","-1.41","-3.84"
"51.547996160000004","8.87","-1.49","-4.08"
"51.615105024","8.67","-3.33","-2.75"
"51.698991104","6.43","-3.73","-0.67"
"51.774488576","7.49","-3.92","-3.69"
"51.917094912","12.36","-2.24","-3.02"
"52.051312640000006","9.61","-5.14","-5.45"
"52.101644288","6.55","0.43","-3.53"
"52.126810112","9.81","-6.90","-3.30"
"52.177141760000005","7.34","-1.41","-2.75"
"52.261027840000004","7.57","-2.04","-2.67"
"52.353302528","8.04","-1.61","-0.90"
"52.4288","12.47","-3.10","-2.82"
"52.521074688000006","15.18","-3.61","-4.75"
"52.57979494400001","5.49","-1.65","-4.51"
"52.672069632","7.81","-2.16","-4.20"
"52.755955712","12.04","-1.26","-4.86"
"52.823064576","7.88","-3.33","-3.37"
"52.957282304","6.79","-3.69","-1.53"
"53.024391168","8.71","-3.33","-1.92"
"53.074722816000005","12.87","-3.14","-1.18"
"53.166997504","13.61","-8.28","-5.02"
